identity	ownership	effects	capabilities	import_grants_capability	limits	negative_cases
claim:776ba84a7a9af90a944f77da	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Spelling alias only; inspect every qualified declaration: g018-declaration:visual.summarize(value) Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:visual-summary-arity,console:visual-summary-range--1,console:visual-summary-range-256,console:visual-summary-shadow,console:visual-summary-type
claim:792cb04d29a9070ae6b61069	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Tree.removeSubtree; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-removeSubtree-node-type
claim:79eadfe5d0e112c7b8276900	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Tree.root; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-root-arity
claim:7af40ce94be0b71e6cf6264b	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	padEnd(Int,Text); 4096 output bytes; byte width; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-padEnd
claim:7ca242ad78c0757e4c01f045	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:until; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-empty-delimiter,scan:multiline-type-until
claim:7ca8c7c0b07be6c44e825420	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Typed active variant and structured errors; bounded combinators; explicit ownership; no arbitrary callback promise	optionresult:error-invalid-diagnostic-span
claim:7d801be18c4ca393da223ca0	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	startsWith(Text); literal bytes; O(m); ; borrowed immutable receiver and argument; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-startsWith
claim:7f24f3ab7bde1402db6a4ab0	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:view; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-view
claim:7fe154d8b77af9baa35135bb	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:form; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-form
claim:7fe225c46198adab3c4282f7	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Text.() -> Text; 4096 public workspace; 15.1 Latin acute canonical pair; caller-owned result; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:arity-normalizeNfd
claim:8077650a5870b943da633456	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:ordering-type
claim:814a06fd95b3f3717e0e707b	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Dataset.scan,g010-public:Dataset.scan.sink; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-scan-callback-trap,data:dataset-scan-copy,data:dataset-scan-option-copy,data:dataset-scan-option-twice,data:dataset-sink-extra-argument,data:dataset-sink-receiver-type,data:dataset-sink-return-type
claim:81f88d5ea73328af2efaa0de	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Spelling alias only; inspect every qualified declaration: g018-declaration:console.append(value, style) Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:append-float,console:append-missing,console:styled-append-arity,console:styled-append-type
claim:8425036f3bb061a9469c15d6	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Table.groupBy.sink,g010-public:Dataset.scan.sink,g010-public:Stream.sink,g010-public:Stream.batch.sink; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:batch-sink-extra-argument,data:batch-sink-return-value,data:batch-sink-scalar-receiver,data:dataset-scan-callback-trap,data:dataset-sink-extra-argument,data:dataset-sink-receiver-type,data:dataset-sink-return-type,data:group-sink-type,data:stream-sink-batch-receiver,data:stream-sink-return-type
claim:850b86728cdc67cead69c7dd	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Graph.addEdge; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-edge-arity,relation:graph-raw-handle,relation:graph-wrong-weight
claim:85b7b475a9f317b026a7b687	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	vector:shape-add-Int-3,vector:shape-add-Float-4,vector:method-add-17
