item_id	subject	defined_value	failure_policy	scope	authority	state
ID-PUBLIC-a551aa33d87dbdba3b113a1b	NSR-UA-008	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-unary-c2ac	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-UA-008	DECLARED
ID-PUBLIC-7919ec492298850d846289fa	NSR-UA-009	Exact Registry token and real Program statements; independent value/document/exit oracles, changed operands, associated negatives; Int64/Bool/binary64 or the referenced public typed profile; native checked arithmetic and complete source statement ownership. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:wrong-e28abb,operator:bytes-xor-mixed	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#NSR-UA-009	DECLARED
ID-PUBLIC-9093ff76f8e4ab8fbe5697cb	claim:013c10a6e1b8f372919c46ce	Spelling alias for g010-public:Dataset.repartition,g010-public:Dataset.cache,g010-public:Dataset.fromTables,g010-public:Dataset.schema,g010-public:Dataset.partitionCount,g010-public:Dataset.scan,g010-public:Dataset.scan.sink,g010-public:Dataset.collect,g010-public:Dataset.collect.at,g010-public:Dataset.collect.next; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:cache-arity,data:cache-blocks-repartition,data:cache-invalid-2,data:cache-policy-type,data:collect-arity,data:collect-at-type,data:collect-bound,data:collect-copy,data:collect-count-257,data:collect-negative-index,data:collect-next-arity,data:collect-option-copy,data:collect-option-twice,data:collect-row-not-int,data:dataset-copy,data:dataset-empty-parts,data:dataset-over-parts,data:dataset-part-type,data:dataset-partition-count-arity,data:dataset-scan-callback-trap,data:dataset-scan-copy,data:dataset-scan-option-copy,data:dataset-scan-option-twice,data:dataset-schema-arity,data:dataset-schema-mismatch,data:dataset-schema-order-mismatch,data:dataset-sink-extra-argument,data:dataset-sink-receiver-type,data:dataset-sink-return-type,data:repartition-65-7,data:repartition-arity,data:repartition-invalid-0,data:repartition-invalid-33,data:repartition-size-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:013c10a6e1b8f372919c46ce	DECLARED
ID-PUBLIC-c45aa1c38cd649a1f87b2882	claim:017a7d6c072f8f24e093bae7	Spelling alias for g010-public:Column.isMissing; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-isMissing-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:017a7d6c072f8f24e093bae7	DECLARED
ID-PUBLIC-7dec088466e9899389462b76	claim:018cb7c46b265bfb7263038d	Spelling alias for g009-public:Tree.lowestCommonAncestor; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-lca-node-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:018cb7c46b265bfb7263038d	DECLARED
ID-PUBLIC-d3e480310f6af2bde5cd29ab	claim:022f5382cff4eecac77e454b	Spelling alias for g010-public:Event<Int>.value,g010-public:Flow<Int>.value; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:event-type,data:flow-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:022f5382cff4eecac77e454b	DECLARED
ID-PUBLIC-91802dd1931a682698d968f8	claim:031af9436a9f7d0dffe33482	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	statistics:policy-variance-17,statistics:shadow-variance,statistics:sample-too-small-variance	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:031af9436a9f7d0dffe33482	DECLARED
ID-PUBLIC-e71c6cf00425f9570c038bdb	claim:04d69c4db900cf6feb9e0b5d	parseFloat(); dot decimal f64; Result by value; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Explicit parse result; preserve checked numeric domain and Unicode policy	textparse:arity-parseFloat,textparse:fallback-type-Float	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:04d69c4db900cf6feb9e0b5d	DECLARED
ID-PUBLIC-bbc3cfe8aa8c7ad445cd5efb	claim:090e1636b97a7c2ba7e9dcf7	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:090e1636b97a7c2ba7e9dcf7	DECLARED
ID-PUBLIC-3f5bfa772da4c213736beb75	claim:0a3ee9f14f4e4ad3d004070d	Spelling alias for g009-public:Graph<Int,Int>.directed; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-edge-type,relation:graph-missing-edge-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0a3ee9f14f4e4ad3d004070d	DECLARED
ID-PUBLIC-b51b314758ce64d348eabde3	claim:0a82eaa27482b82b3576e3a9	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	composite:range-zero-step	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0a82eaa27482b82b3576e3a9	DECLARED
ID-PUBLIC-80d71d1f7e15dc296e909116	claim:0d203488bdb684e6de9be6f5	Contextual alias for g170-scan:noHistory; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:secret-arity,scan:option-arity-noHistory	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0d203488bdb684e6de9be6f5	DECLARED
ID-PUBLIC-692ce5ea4a141755ba9984e2	claim:0dc6e916abc643aea6522c6a	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	operator:ordering-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0dc6e916abc643aea6522c6a	DECLARED
ID-PUBLIC-7de22db8c093d64d52f18b80	claim:0ef92073ff665261e0cc7410	Spelling alias for g010-public:Table.fromColumns; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-copy,data:table-duplicate-name,data:table-empty-columns,data:table-unequal-lengths,data:table-wrong-column,data:table-wrong-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0ef92073ff665261e0cc7410	DECLARED
ID-PUBLIC-b2e983448303729487eceb83	claim:0f2d69ab0b4bafa8eab96ede	join(Text); 4096 output bytes; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-join	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0f2d69ab0b4bafa8eab96ede	DECLARED
ID-PUBLIC-ef1a69964d1453a3bd29b70d	claim:0ff59811257d56187017f0c2	Spelling alias for g010-public:Column<Int>.from,g010-public:Column.sum,g010-public:Column.min,g010-public:Column.max,g010-public:Column.countMissing,g010-public:Column.get,g010-public:Column.cast<U>,g010-public:Column.isMissing,g010-public:Column.fillMissing,g010-public:Column.dropMissing,g010-public:Column.coalesce; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-cast-type,data:column-coalesce-type,data:column-copy,data:column-countMissing-arity,data:column-dropMissing-arity,data:column-dtype-coalesce,data:column-element-type,data:column-fillMissing-type,data:column-from-type,data:column-get-type,data:column-isMissing-type,data:column-max-arity,data:column-min-arity,data:column-mixed-type,data:column-sum-arity,data:column-uint-process-status,data:column-value-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0ff59811257d56187017f0c2	DECLARED
